divipola,municipio,departamento,region_dane,ano,pct_izquierda,pct_izquierda_predicho,residuo,lag_pct_izquierda,nbi_total,per_ocu,baja_confiabilidad_electoral,peso_muestral,votos_totales_emitidos,ventana_estable,anio_train_min,anio_train_max,residuo_centrado
05148,EL CARMEN DE VIBORAL,ANTIOQUIA,Andina,2010,3.57076088988596,39.052569795991886,-35.481808906105925,27.707399969102426,17.956164116249223,53294.0,0,1.0,16855.0,False,2006,2006,
05150,CAROLINA,ANTIOQUIA,Andina,2010,3.0638852672750976,33.99745451215118,-30.933569244876082,21.828718609143596,17.418351477449455,53294.0,0,1.0,1604.0,False,2006,2006,
05154,CAUCASIA,ANTIOQUIA,Andina,2010,6.827701759285115,32.49656871803144,-25.668866958746325,18.59191782149433,52.40959325002751,53294.0,0,1.0,22406.0,False,2006,2006,
05172,CHIGORODO,ANTIOQUIA,Andina,2010,7.622243528283796,26.67707120602099,-19.054827677737194,12.46351430239346,40.15411801070478,53294.0,0,1.0,15171.0,False,2006,2006,
05190,CISNEROS,ANTIOQUIA,Andina,2010,2.8861571352218065,35.79284809960241,-32.9066909643806,23.64294330518697,23.752542770805896,53294.0,0,1.0,3949.0,False,2006,2006,
05197,COCORNA,ANTIOQUIA,Andina,2010,1.0825439783491204,21.00713597312381,-19.924591994774687,6.327418814864412,36.2308664513411,53294.0,0,1.0,5272.0,False,2006,2006,
05206,CONCEPCION,ANTIOQUIA,Andina,2010,1.0192525481313703,20.514595194924386,-19.495342646793016,6.126616746085772,25.94644506001847,53294.0,0,1.0,1811.0,False,2006,2006,
05209,CONCORDIA,ANTIOQUIA,Andina,2010,1.3662736290473516,20.1002167032118,-18.733943074164447,5.01272762874486,39.219824663116256,53294.0,0,1.0,5586.0,False,2006,2006,
05212,COPACABANA,ANTIOQUIA,Andina,2010,5.279463565759878,46.77190565932709,-41.49244209356721,36.924593395761455,9.752891229176813,53294.0,0,1.0,24725.0,False,2006,2006,
05234,DABEIBA,ANTIOQUIA,Andina,2010,1.1534025374855823,24.72175728525901,-23.568354747773427,8.947612424663886,66.48931522775008,53294.0,0,1.0,3589.0,False,2006,2006,
05237,DONMATIAS,ANTIOQUIA,Andina,2010,1.2670408981555734,23.845034848121728,-22.577993949966153,10.186688311688313,18.720800476450144,53294.0,0,1.0,6552.0,False,2006,2006,
05240,EBEJICO,ANTIOQUIA,Andina,2010,1.2214796035952986,23.243019571475845,-22.021539967880546,8.423988842398884,42.51936404402772,53294.0,0,1.0,4500.0,False,2006,2006,
05250,EL BAGRE,ANTIOQUIA,Andina,2010,4.183139905624283,25.34161360140969,-21.158473695785407,10.507824976045992,50.75461318551599,53294.0,0,1.0,8069.0,False,2006,2006,
05264,ENTRERRIOS,ANTIOQUIA,Andina,2010,1.5356820234869015,21.396022160774827,-19.860340137287924,7.410046312789455,15.264127714851655,53294.0,0,1.0,3479.0,False,2006,2006,
05266,ENVIGADO,ANTIOQUIA,Andina,2010,3.28894744271397,31.159060506383682,-27.870113063669713,19.158883573605824,5.4303186490817845,53294.0,0,1.0,110331.0,False,2006,2006,
05282,FREDONIA,ANTIOQUIA,Andina,2010,3.1195008798592228,31.60611495336512,-28.486614073505894,18.900401069518715,24.5182299631008,53294.0,0,1.0,6504.0,False,2006,2006,
05284,FRONTINO,ANTIOQUIA,Andina,2010,1.9960517657381005,25.801295171192855,-23.805243405454753,11.209593326381649,44.36635514893826,53294.0,0,1.0,4777.0,False,2006,2006,
05306,GIRALDO,ANTIOQUIA,Andina,2010,1.2850467289719625,25.978319476093233,-24.69327274712127,11.46551724137931,47.37859386325199,53294.0,0,1.0,1742.0,False,2006,2006,
05308,GIRARDOTA,ANTIOQUIA,Andina,2010,6.054126702914045,53.82332513475711,-47.769198431843066,44.74976243268926,15.433221307370587,53294.0,0,1.0,17292.0,False,2006,2006,
05310,GOMEZ PLATA,ANTIOQUIA,Andina,2010,1.698867421718854,30.658745019282968,-28.959877597564113,17.087931648273408,39.44886009838278,53294.0,0,1.0,3179.0,False,2006,2006,
05313,GRANADA,ANTIOQUIA,Andina,2010,1.352941176470588,21.14827915602452,-19.79533797955393,6.666666666666667,27.257148977187533,53294.0,0,1.0,3454.0,False,2006,2006,
05315,GUADALUPE,ANTIOQUIA,Andina,2010,0.7117437722419928,35.260871973129085,-34.54912820088709,21.7948717948718,48.21782178217822,53294.0,0,1.0,1187.0,False,2006,2006,
05318,GUARNE,ANTIOQUIA,Andina,2010,2.86242552900089,30.865710391842104,-28.003284862841213,18.268347666360523,17.72544567755159,53294.0,0,1.0,15254.0,False,2006,2006,
05321,GUATAPE,ANTIOQUIA,Andina,2010,1.899148657498363,21.834695507110176,-19.935546849611814,8.259587020648967,14.50621755955658,53294.0,0,1.0,3129.0,False,2006,2006,
05347,HELICONIA,ANTIOQUIA,Andina,2010,2.164900967296177,27.742007333281844,-25.577106365985667,14.076881429344883,34.27200990252205,53294.0,0,1.0,2242.0,False,2006,2006,
05353,HISPANIA,ANTIOQUIA,Andina,2010,2.6970954356846475,27.329333980079827,-24.63223854439518,13.486005089058525,28.25814536340852,53294.0,0,1.0,2002.0,False,2006,2006,
05360,ITAGUI,ANTIOQUIA,Andina,2010,4.275556811225691,35.64478120249426,-31.369224391268567,24.135865265061604,8.79107945428604,53294.0,0,1.0,111106.0,False,2006,2006,
05361,ITUANGO,ANTIOQUIA,Andina,2010,1.6367265469061876,32.74507885271714,-31.108352305810953,17.80821917808219,65.215117855835,53294.0,0,1.0,2723.0,False,2006,2006,
05364,JARDIN,ANTIOQUIA,Andina,2010,3.332164152928797,27.853845734867065,-24.521681581938267,14.67116357504216,24.280588193906983,53294.0,0,1.0,5860.0,False,2006,2006,
05368,JERICO,ANTIOQUIA,Andina,2010,0.8676789587852495,22.269726755131387,-21.40204779634614,8.071299819747647,27.062164487294687,53294.0,0,1.0,5242.0,False,2006,2006,
05376,LA CEJA,ANTIOQUIA,Andina,2010,2.3691194209891435,28.379241414824733,-26.01012199383559,15.575844241557585,13.75297575256917,53294.0,0,1.0,21665.0,False,2006,2006,
05380,LA ESTRELLA,ANTIOQUIA,Andina,2010,3.356890459363958,36.96039308848024,-33.60350262911628,25.54460940752047,11.636054329059949,53294.0,0,1.0,19587.0,False,2006,2006,
05390,LA PINTADA,ANTIOQUIA,Andina,2010,1.7717346518335393,22.00015771823532,-20.22842306640178,7.326355851569934,37.62760603882099,53294.0,0,1.0,2500.0,False,2006,2006,
05400,LA UNION,ANTIOQUIA,Andina,2010,1.1489850631941785,25.21767653533083,-24.068691472136653,11.723233316937202,18.398496770539406,53294.0,0,1.0,8130.0,False,2006,2006,
05411,LIBORINA,ANTIOQUIA,Andina,2010,1.1901306240928884,25.133668979546897,-23.94353835545401,11.02623713052142,35.2267864783911,53294.0,0,1.0,3528.0,False,2006,2006,
05425,MACEO,ANTIOQUIA,Andina,2010,1.419624217118998,25.30984785095332,-23.890223633834324,11.221837088388217,35.42168674698795,53294.0,0,1.0,2467.0,False,2006,2006,
05440,MARINILLA,ANTIOQUIA,Andina,2010,3.2510535821794098,33.52549286973006,-30.27443928755065,21.55667647470926,14.56087825107315,53294.0,0,1.0,17071.0,False,2006,2006,
05467,MONTEBELLO,ANTIOQUIA,Andina,2010,0.657030223390276,21.77202042306233,-21.114990199672054,7.142857142857142,33.9742721733243,53294.0,0,1.0,2384.0,False,2006,2006,
05475,MURINDO,ANTIOQUIA,Andina,2010,0.927643784786642,23.244352227851746,-22.316708443065103,5.660377358490567,97.0848813946842,53294.0,0,1.0,549.0,False,2006,2006,
05480,MUTATA,ANTIOQUIA,Andina,2010,3.021045485403937,23.636971457402765,-20.615925971998827,8.0,60.74058707602946,53294.0,0,1.0,3042.0,False,2006,2006,
05483,NARINO,ANTIOQUIA,Andina,2010,0.6123106670963584,18.4732443600689,-17.86093369297254,3.333333333333333,34.22163002442816,53294.0,0,1.0,3177.0,False,2006,2006,
05490,NECOCLI,ANTIOQUIA,Andina,2010,2.052411873840445,21.299880612807545,-19.2474687389671,4.72737040021488,77.80315905763716,53294.0,0,1.0,8903.0,False,2006,2006,
05495,NECHI,ANTIOQUIA,Andina,2010,1.8032056990204808,26.812912367584303,-25.009706668563823,11.545293072824157,68.12906878007358,53294.0,0,1.0,4583.0,False,2006,2006,
05501,OLAYA,ANTIOQUIA,Andina,2010,1.7595307917888563,24.36284902620693,-22.603318234418076,9.927611168562564,40.6282722513089,53294.0,0,1.0,1044.0,False,2006,2006,
05541,PENOL,ANTIOQUIA,Andina,2010,1.7292490118577075,24.532685705650483,-22.803436693792776,10.930668332292315,21.52912561421208,53294.0,0,1.0,6246.0,False,2006,2006,
05543,PEQUE,ANTIOQUIA,Andina,2010,1.687051876845213,31.702160428304094,-30.01510855145888,16.72979797979798,74.51006711409396,53294.0,0,1.0,2443.0,False,2006,2006,
05576,PUEBLORRICO,ANTIOQUIA,Andina,2010,1.6036184210526316,23.2144200951817,-21.61080167412907,8.95397489539749,30.022102161100197,53294.0,0,1.0,2501.0,False,2006,2006,
05579,PUERTO BERRIO,ANTIOQUIA,Andina,2010,3.927752293577982,32.14713939591279,-28.219387102334807,18.741648106904236,38.429531076075214,53294.0,0,1.0,10967.0,False,2006,2006,
05585,PUERTO NARE,ANTIOQUIA,Andina,2010,16.99281644785732,47.762041718881775,-30.769225271024457,37.231920199501246,31.940845797542057,53294.0,0,1.0,4143.0,False,2006,2006,
05591,PUERTO TRIUNFO,ANTIOQUIA,Andina,2010,1.8174308137133413,25.996730130689173,-24.179299316975833,12.076053442959918,33.65030008302908,53294.0,0,1.0,4985.0,False,2006,2006,
05604,REMEDIOS,ANTIOQUIA,Andina,2010,2.950273614085177,30.026955840783295,-27.076682226698118,15.874294923448833,47.56499805975941,53294.0,0,1.0,4385.0,False,2006,2006,
05607,RETIRO,ANTIOQUIA,Andina,2010,1.588823448842624,29.69550692675159,-28.106683477908966,17.251507188127995,12.20021843784081,53294.0,0,1.0,7585.0,False,2006,2006,
05615,RIONEGRO,ANTIOQUIA,Andina,2010,3.5094577279735923,35.405503827941345,-31.89604609996775,23.75019032634624,12.462027362913092,53294.0,0,1.0,47994.0,False,2006,2006,
05628,SABANALARGA,ANTIOQUIA,Andina,2010,0.5577689243027889,22.874122799729523,-22.316353875426735,7.183758459135866,60.27853093418783,53294.0,0,1.0,2574.0,False,2006,2006,
05631,SABANETA,ANTIOQUIA,Andina,2010,3.0732763905349625,31.907987029974024,-28.83471063943906,20.00468631011657,6.838154664928179,53294.0,0,1.0,25442.0,False,2006,2006,
05642,SALGAR,ANTIOQUIA,Andina,2010,1.0413812003288572,18.66324702922827,-17.621865828899413,3.470437017994859,38.58158391647229,53294.0,0,1.0,3741.0,False,2006,2006,
05647,SAN ANDRES DE CUERQUIA,ANTIOQUIA,Andina,2010,2.4830699774266365,33.50171099053472,-31.01864101310808,20.294784580498867,37.24423160644319,53294.0,0,1.0,1442.0,False,2006,2006,
05649,SAN CARLOS,ANTIOQUIA,Andina,2010,1.272577996715928,23.673184548299965,-22.400606551584037,9.36842105263158,32.414799553609754,53294.0,0,1.0,4977.0,False,2006,2006,
05652,SAN FRANCISCO,ANTIOQUIA,Andina,2010,0.9213759213759214,20.75242578930607,-19.831049867930147,5.226960110041266,49.92010226909556,53294.0,0,1.0,1682.0,False,2006,2006,
05656,SAN JERONIMO,ANTIOQUIA,Andina,2010,2.773956900504356,29.291274852055267,-26.51731795155091,15.852047556142669,34.40163908989416,53294.0,0,1.0,4548.0,False,2006,2006,
05658,SAN JOSE DE LA MONTANA,ANTIOQUIA,Andina,2010,1.6877637130801686,21.30996411084937,-19.622200397769202,7.107843137254902,21.52188112344873,53294.0,0,1.0,1274.0,False,2006,2006,
05659,SAN JUAN DE URABA,ANTIOQUIA,Andina,2010,3.492316902813809,22.939154727730497,-19.446837824916688,6.760563380281689,75.86115014114154,53294.0,0,1.0,5087.0,False,2006,2006,
05660,SAN LUIS,ANTIOQUIA,Andina,2010,0.9697661152310324,20.851172180458192,-19.88140606522716,6.172106824925816,33.5732550430912,53294.0,0,1.0,3589.0,False,2006,2006,
05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,Andina,2010,1.2340867757859184,26.33000442989246,-25.09591765410654,12.929745889387146,17.871536033807075,53294.0,0,1.0,8189.0,False,2006,2006,
05665,SAN PEDRO DE URABA,ANTIOQUIA,Andina,2010,1.7466628798636752,22.447577111535814,-20.70091423167214,5.868155076180419,82.49716234074289,53294.0,0,1.0,7161.0,False,2006,2006,
05667,SAN RAFAEL,ANTIOQUIA,Andina,2010,1.4229064613949147,26.24613092439537,-24.823224463000454,12.20710506424792,35.09837073470642,53294.0,0,1.0,4408.0,False,2006,2006,
05670,SAN ROQUE,ANTIOQUIA,Andina,2010,1.7584257902449236,26.699711049215942,-24.941285258971018,12.62677484787018,38.11573944646352,53294.0,0,1.0,4950.0,False,2006,2006,
05674,SAN VICENTE FERRER,ANTIOQUIA,Andina,2010,1.716527709661599,22.79925947335119,-21.08273176368959,8.597469732009252,29.922854925078347,53294.0,0,1.0,8368.0,False,2006,2006,
05679,SANTA BARBARA,ANTIOQUIA,Andina,2010,2.2131887985546523,31.559348740176144,-29.346159941621494,18.57088269010317,28.458212574761188,53294.0,0,1.0,9191.0,False,2006,2006,
05686,SANTA ROSA DE OSOS,ANTIOQUIA,Andina,2010,1.621532636430982,23.668696888668112,-22.04716425223713,9.611106167126456,23.51898579685691,53294.0,0,1.0,13004.0,False,2006,2006,
05690,SANTO DOMINGO,ANTIOQUIA,Andina,2010,2.3543260741612717,30.486156391619254,-28.131830317457982,17.33377439629507,29.074384540721788,53294.0,0,1.0,3515.0,False,2006,2006,
05697,EL SANTUARIO,ANTIOQUIA,Andina,2010,1.5847734331448593,21.87842216208656,-20.2936487289417,7.9389788293897885,20.733219790149032,53294.0,0,1.0,12894.0,False,2006,2006,
05736,SEGOVIA,ANTIOQUIA,Andina,2010,3.9339914542507737,35.06221096652391,-31.128219512273134,21.80127432409161,41.36701954345824,53294.0,0,1.0,7106.0,False,2006,2006,
05756,SONSON,ANTIOQUIA,Andina,2010,0.975399223133362,21.27469928510181,-20.29930006196845,6.642319105227116,33.74854531353758,53294.0,0,1.0,11914.0,False,2006,2006,
05761,SOPETRAN,ANTIOQUIA,Andina,2010,2.535211267605634,33.683923722052185,-31.148712454446553,20.79589216944801,33.55293668838406,53294.0,0,1.0,4415.0,False,2006,2006,
05789,TAMESIS,ANTIOQUIA,Andina,2010,2.788041652670474,27.65734010211421,-24.869298449443733,14.212570621468926,28.24830671720624,53294.0,0,1.0,6146.0,False,2006,2006,
05790,TARAZA,ANTIOQUIA,Andina,2010,5.262219051016768,29.094948885948703,-23.832729834931936,14.294871794871794,61.9709123257588,53294.0,0,1.0,5886.0,False,2006,2006,
05792,TARSO,ANTIOQUIA,Andina,2010,2.0708446866485013,23.48900779469018,-21.41816310804168,8.956109134045077,38.94468807469232,53294.0,0,1.0,1884.0,False,2006,2006,
05809,TITIRIBI,ANTIOQUIA,Andina,2010,1.4502307185234016,26.602185189634508,-25.151954471111107,12.8968253968254,27.78323633890107,53294.0,0,1.0,3196.0,False,2006,2006,
05819,TOLEDO,ANTIOQUIA,Andina,2010,2.061855670103093,28.92039555814108,-26.85853988803799,14.285714285714285,50.47487138899881,53294.0,0,1.0,862.0,False,2006,2006,
05837,TURBO,ANTIOQUIA,Andina,2010,7.297534567269002,21.89115731910805,-14.593622751839048,5.828737029073572,67.38367226629619,53294.0,0,1.0,28285.0,False,2006,2006,
05842,URAMITA,ANTIOQUIA,Andina,2010,1.6049382716049383,26.643567258210783,-25.038628986605843,11.420612813370472,63.59377153093565,53294.0,0,1.0,1650.0,False,2006,2006,
05847,URRAO,ANTIOQUIA,Andina,2010,0.8620689655172413,22.310500530852714,-21.448431565335472,7.366519470092332,40.20036495161487,53294.0,0,1.0,6878.0,False,2006,2006,
05854,VALDIVIA,ANTIOQUIA,Andina,2010,1.8290089323692045,33.455288377127495,-31.62627944475829,19.49044585987261,54.490872703014126,53294.0,0,1.0,2461.0,False,2006,2006,
05856,VALPARAISO,ANTIOQUIA,Andina,2010,3.309352517985612,36.81264127672999,-33.50328875874438,24.88384099122354,26.246217550565376,53294.0,0,1.0,2167.0,False,2006,2006,
05858,VEGACHI,ANTIOQUIA,Andina,2010,1.190893169877408,21.44830104181425,-20.25740787193684,6.242399675719498,46.32596076341115,53294.0,0,1.0,2952.0,False,2006,2006,
05861,VENECIA,ANTIOQUIA,Andina,2010,1.573204770362852,24.399270804857416,-22.826066034494563,10.490045941807043,26.014301844185173,53294.0,0,1.0,4071.0,False,2006,2006,
05873,VIGIA DEL FUERTE,ANTIOQUIA,Andina,2010,0.7194244604316548,20.348750115756918,-19.629325655325264,3.945745992601726,68.34586466165413,53294.0,0,1.0,1559.0,False,2006,2006,
05885,YALI,ANTIOQUIA,Andina,2010,0.7514088916718847,29.08210910111496,-28.330700209443073,14.902807775377967,44.941665334825,53294.0,0,1.0,1652.0,False,2006,2006,
05887,YARUMAL,ANTIOQUIA,Andina,2010,2.2638839759462326,29.91120939803229,-27.64732542208606,16.535250463821892,28.256433824458867,53294.0,0,1.0,11953.0,False,2006,2006,
05890,YOLOMBO,ANTIOQUIA,Andina,2010,2.2678951098511693,28.727908277971686,-26.46001316812052,14.868287740628167,40.628735066630085,53294.0,0,1.0,4418.0,False,2006,2006,
05893,YONDO,ANTIOQUIA,Andina,2010,18.991097922848667,45.9985205760596,-27.00742265321093,33.88429752066116,59.05479213542458,53294.0,0,1.0,4156.0,False,2006,2006,
05895,ZARAGOZA,ANTIOQUIA,Andina,2010,3.11787072243346,30.2447837847373,-27.126913062303842,15.565147019152953,64.29899076201116,53294.0,0,1.0,4142.0,False,2006,2006,
08001,BARRANQUILLA,ATLANTICO,Caribe,2010,23.814656814199743,48.06139572315854,-24.246738908958797,40.57634950640622,17.71819019849722,927.0,0,1.0,267206.0,False,2006,2006,
08078,BARANOA,ATLANTICO,Caribe,2010,27.015121630506243,55.91208660368679,-28.896964973180545,49.21664359105152,26.817526353576252,927.0,0,1.0,15422.0,False,2006,2006,
08137,CAMPO DE LA CRUZ,ATLANTICO,Caribe,2010,6.9447176864056654,29.159959269397085,-22.215241582991418,16.787866195719925,62.86484182343185,927.0,0,1.0,5127.0,False,2006,2006,
08141,CANDELARIA,ATLANTICO,Caribe,2010,7.606679035250464,21.107435077006862,-13.500756041756398,6.974522292993631,74.21638530637347,927.0,0,1.0,3817.0,False,2006,2006,
08296,GALAPA,ATLANTICO,Caribe,2010,28.75297855440826,56.10064299904991,-27.34766444464165,48.81740775780511,39.193043460344015,927.0,0,1.0,10289.0,False,2006,2006,
08372,JUAN DE ACOSTA,ATLANTICO,Caribe,2010,9.13766500942911,41.51599648231886,-32.378331472889755,32.47546346782988,30.95300773158729,927.0,0,1.0,5900.0,False,2006,2006,
08421,LURUACO,ATLANTICO,Caribe,2010,6.691312384473198,32.06308620207048,-25.37177381759728,20.69788249328959,50.5432610232853,927.0,0,1.0,8224.0,False,2006,2006,
08433,MALAMBO,ATLANTICO,Caribe,2010,25.888394699436013,46.563922018932175,-20.67552731949616,38.176964149504194,31.84410098479814,927.0,0,1.0,22218.0,False,2006,2006,
08436,MANATI,ATLANTICO,Caribe,2010,5.16318887105404,26.643009172010583,-21.479820300956543,14.154169955274927,57.14476188048446,927.0,0,1.0,3776.0,False,2006,2006,
08520,PALMAR DE VARELA,ATLANTICO,Caribe,2010,35.179050323394854,50.423848261138666,-15.244797937743812,42.40551042034617,37.663567628728615,927.0,0,1.0,6447.0,False,2006,2006,
08549,PIOJO,ATLANTICO,Caribe,2010,5.69377990430622,24.609052698073697,-18.91527279376748,11.995386389850058,54.034693596259295,927.0,0,1.0,2108.0,False,2006,2006,
08558,POLONUEVO,ATLANTICO,Caribe,2010,28.47748106815464,56.83059805177835,-28.353116983623714,49.86301369863014,35.362639108576055,927.0,0,1.0,5095.0,False,2006,2006,
08560,PONEDERA,ATLANTICO,Caribe,2010,8.396011894350183,26.219402905538516,-17.823391011188335,14.010743061772605,50.03404696050664,927.0,0,1.0,5810.0,False,2006,2006,
08573,PUERTO COLOMBIA,ATLANTICO,Caribe,2010,22.061713836477985,40.77303469291242,-18.711320856434433,31.894990947495472,24.74014721433544,927.0,0,1.0,10310.0,False,2006,2006,
08606,REPELON,ATLANTICO,Caribe,2010,9.92298578199052,26.663235112973673,-16.740249330983154,14.434499593165176,52.33123789098827,927.0,0,1.0,6864.0,False,2006,2006,
08634,SABANAGRANDE,ATLANTICO,Caribe,2010,27.78151637505608,40.215902995721535,-12.434386620665457,30.507131537242472,39.87950288914178,927.0,0,1.0,9063.0,False,2006,2006,
08638,SABANALARGA,ATLANTICO,Caribe,2010,18.207492316637595,43.77834747937199,-25.570855162734393,34.68850831471829,39.14103937361234,927.0,0,1.0,24402.0,False,2006,2006,
08675,SANTA LUCIA,ATLANTICO,Caribe,2010,7.142857142857142,27.606422517568173,-20.46356537471103,15.184308420696652,60.00387632921497,927.0,0,1.0,3402.0,False,2006,2006,
08685,SANTO TOMAS,ATLANTICO,Caribe,2010,31.022727272727277,56.66494085099474,-25.642213578267462,49.78551602321474,33.84129937921965,927.0,0,1.0,8022.0,False,2006,2006,
