divipola,ano,departamento,municipio,votos_validos,votos_izquierda,pct_izquierda,votos_blanco,votos_nulos,votos_totales_emitidos,pct_votos_blanco,num_candidatos,lag_pct_izquierda,lag_pct_votos_blanco,lag_pct_izquierda_imputado,lag_pct_votos_blanco_imputado,peso_muestral,nbi_total,fuente_nbi,per_ocu,baja_confiabilidad_electoral,valido_para_modelado,region_dane
05615,2006,ANTIOQUIA,RIONEGRO,39406,9359.0,23.75019032634624,1120.0,924.0,41450.0,2.70205066344994,7,4.6756667764241024,1.8394869494075112,0,0,1.0,12.462027362913092,2005,64310.0,0,1,Andina
05628,2006,ANTIOQUIA,SABANALARGA,1921,138.0,7.183758459135866,42.0,24.0,1987.0,2.113739305485657,7,0.8670520231213872,0.992438563327032,0,0,1.0,60.27853093418783,2005,64310.0,0,1,Andina
05631,2006,ANTIOQUIA,SABANETA,17071,3415.0,20.00468631011657,458.0,249.0,17778.0,2.576217797277534,7,5.190565031982943,1.9375603476021888,0,0,1.0,6.838154664928179,2005,64310.0,0,1,Andina
05642,2006,ANTIOQUIA,SALGAR,3890,135.0,3.470437017994859,47.0,36.0,3973.0,1.182985149760886,7,1.4154048716260696,1.8187619655392468,0,0,1.0,38.58158391647229,2005,64310.0,0,1,Andina
05647,2006,ANTIOQUIA,SAN ANDRES DE CUERQUIA,882,179.0,20.294784580498867,33.0,12.0,927.0,3.559870550161812,7,3.8053097345132745,5.711987127916332,0,0,1.0,37.24423160644319,2005,64310.0,0,1,Andina
05649,2006,ANTIOQUIA,SAN CARLOS,2850,267.0,9.36842105263158,70.0,47.0,2967.0,2.3592854735422986,7,3.3801580333625987,3.094939355918026,0,0,1.0,32.414799553609754,2005,64310.0,0,1,Andina
05652,2006,ANTIOQUIA,SAN FRANCISCO,727,38.0,5.226960110041266,16.0,19.0,762.0,2.099737532808399,7,13.333333333333334,30.26315789473684,0,0,1.0,49.92010226909556,2005,64310.0,0,1,Andina
05656,2006,ANTIOQUIA,SAN JERONIMO,3785,600.0,15.852047556142669,58.0,49.0,3892.0,1.4902363823227132,7,2.039609813774756,1.631368059530624,0,0,1.0,34.40163908989416,2005,64310.0,0,1,Andina
05658,2006,ANTIOQUIA,SAN JOSE DE LA MONTANA,1224,87.0,7.107843137254902,35.0,20.0,1279.0,2.7365129007036746,7,2.8955532574974145,3.5887487875848687,0,0,1.0,21.52188112344873,2005,64310.0,0,1,Andina
05659,2006,ANTIOQUIA,SAN JUAN DE URABA,3550,240.0,6.760563380281689,13.0,28.0,3591.0,0.3620161514898357,7,0.334448160535117,0.1102839812517231,0,0,1.0,75.86115014114154,2005,64310.0,0,1,Andina
05660,2006,ANTIOQUIA,SAN LUIS,1685,104.0,6.172106824925816,27.0,22.0,1734.0,1.5570934256055362,7,14.634146341463412,18.62745098039216,0,0,1.0,33.5732550430912,2005,64310.0,0,1,Andina
05664,2006,ANTIOQUIA,SAN PEDRO DE LOS MILAGROS,6690,865.0,12.929745889387146,262.0,156.0,7108.0,3.685987619583568,7,1.6833333333333331,2.2515278224509485,0,0,1.0,17.871536033807075,2005,64310.0,0,1,Andina
05665,2006,ANTIOQUIA,SAN PEDRO DE URABA,6629,389.0,5.868155076180419,34.0,137.0,6800.0,0.5,7,1.7657803937487313,0.6945822583846001,0,0,1.0,82.49716234074289,2005,64310.0,0,1,Andina
05667,2006,ANTIOQUIA,SAN RAFAEL,2646,323.0,12.20710506424792,64.0,35.0,2745.0,2.331511839708561,7,5.338809034907597,3.834355828220859,0,0,1.0,35.09837073470642,2005,64310.0,0,1,Andina
05670,2006,ANTIOQUIA,SAN ROQUE,3944,498.0,12.62677484787018,83.0,49.0,4076.0,2.0363101079489696,7,3.140676117775355,2.063789868667917,0,0,1.0,38.11573944646352,2005,64310.0,0,1,Andina
